respid,countrycode,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9
20006,1040,6,2,5,0,9,4,96,96,96
20017,1040,7,3,6,2,9,4,96,96,96
20027,1040,7,2,5,3,8,4,96,96,96
20037,1040,7,0,7,0,10,0,96,96,96
20069,1040,7,4,5,2,7,2,96,96,96
20074,1040,7,2,3,0,10,1,96,96,96
20159,1040,8,4,6,3,10,3,96,96,96
20186,1040,2,0,0,0,10,0,96,96,96
20191,1040,9,5,7,4,10,5,96,96,96
20202,1040,7,3,7,1,10,1,96,96,96
20255,1040,7,0,98,98,7,98,96,96,96
20257,1040,7,2,0,0,8,2,96,96,96
20278,1040,7,4,5,2,10,4,96,96,96
20320,1040,8,8,5,5,1,5,96,96,96
20342,1040,6,0,3,0,8,0,96,96,96
20353,1040,9,5,6,4,10,5,96,96,96
20372,1040,5,0,5,2,6,3,96,96,96
20376,1040,8,4,7,4,9,4,96,96,96
20426,1040,8,4,7,3,10,3,96,96,96
20475,1040,98,98,98,98,98,98,96,96,96
20485,1040,9,5,6,5,10,4,96,96,96
20487,1040,5,4,6,3,8,5,96,96,96
20512,1040,10,2,4,1,10,98,96,96,96
20514,1040,4,4,2,1,6,3,96,96,96
20516,1040,7,2,5,0,10,6,96,96,96
20528,1040,7,5,4,1,10,3,96,96,96
20533,1040,7,0,0,0,5,0,96,96,96
20544,1040,10,0,5,4,10,1,96,96,96
20558,1040,10,0,2,4,10,98,96,96,96
20606,1040,6,0,4,1,7,1,96,96,96
20634,1040,6,2,6,1,9,1,96,96,96
20657,1040,9,1,3,1,10,1,96,96,96
20678,1040,6,0,3,0,8,2,96,96,96
20691,1040,6,3,5,5,9,2,96,96,96
20703,1040,6,5,7,3,10,4,96,96,96
20718,1040,9,4,5,3,10,5,96,96,96
20724,1040,7,3,7,1,9,1,96,96,96
20729,1040,6,4,5,4,7,4,96,96,96
20730,1040,6,1,6,0,10,3,96,96,96
20732,1040,5,0,0,0,10,0,96,96,96
20754,1040,5,8,7,7,1,7,96,96,96
20801,1040,4,7,6,10,2,2,96,96,96
20820,1040,10,3,7,3,10,2,96,96,96
20828,1040,8,3,6,0,10,1,96,96,96
20830,1040,10,2,10,1,10,98,96,96,96
20832,1040,7,2,2,4,9,2,96,96,96
20844,1040,5,3,4,3,8,7,96,96,96
20846,1040,2,0,2,0,8,0,96,96,96
20852,1040,8,0,5,0,9,1,96,96,96
20856,1040,7,4,5,5,10,4,96,96,96
20865,1040,8,2,4,1,10,7,96,96,96
20867,1040,5,0,0,0,10,0,96,96,96
20876,1040,8,4,5,0,8,1,96,96,96
20888,1040,5,5,3,0,10,2,96,96,96
20896,1040,9,3,1,1,4,1,96,96,96
20913,1040,8,1,5,4,10,2,96,96,96
20922,1040,4,3,4,3,9,98,96,96,96
20929,1040,5,0,2,0,10,3,96,96,96
20938,1040,5,0,5,1,8,6,96,96,96
20939,1040,5,5,3,5,5,4,96,96,96
20940,1040,8,2,3,2,10,2,96,96,96
20944,1040,2,4,3,3,7,1,96,96,96
20948,1040,5,0,4,0,6,0,96,96,96
20949,1040,5,5,5,5,3,5,96,96,96
20952,1040,98,98,98,98,98,98,96,96,96
20958,1040,3,4,3,1,8,1,96,96,96
20959,1040,5,0,5,0,7,98,96,96,96
20961,1040,9,5,7,2,10,3,96,96,96
20962,1040,4,3,2,0,6,1,96,96,96
20963,1040,7,3,4,0,10,0,96,96,96
20964,1040,0,0,0,0,10,0,96,96,96
20968,1040,6,3,3,5,8,5,96,96,96
20970,1040,5,2,5,5,10,5,96,96,96
20971,1040,5,0,0,0,5,0,96,96,96
20975,1040,7,2,2,1,10,1,96,96,96
20981,1040,3,4,6,4,2,6,96,96,96
20986,1040,3,5,6,6,8,5,96,96,96
20988,1040,3,3,3,0,8,0,96,96,96
20989,1040,6,0,98,0,9,0,96,96,96
20992,1040,7,3,5,4,10,5,96,96,96
20995,1040,98,98,98,98,98,98,96,96,96
20997,1040,9,3,7,2,10,2,96,96,96
21002,1040,7,2,5,2,10,98,96,96,96
21004,1040,3,3,6,1,10,2,96,96,96
21007,1040,7,4,6,3,9,4,96,96,96
21008,1040,98,98,98,98,98,98,96,96,96
21010,1040,6,5,4,5,10,4,96,96,96
21014,1040,4,5,0,0,10,0,96,96,96
21015,1040,5,5,5,5,5,5,96,96,96
21016,1040,98,98,98,98,98,98,96,96,96
21017,1040,0,7,5,3,7,3,96,96,96
21018,1040,6,5,2,0,5,1,96,96,96
21019,1040,8,4,5,3,10,4,96,96,96
21020,1040,5,98,4,2,7,98,96,96,96
21024,1040,5,5,5,0,5,5,96,96,96
21043,1040,3,2,4,0,8,3,96,96,96
21044,1040,6,0,6,0,8,0,96,96,96
21046,1040,5,98,98,98,98,98,96,96,96
21050,1040,6,1,6,3,6,2,96,96,96
21053,1040,6,5,5,6,8,8,96,96,96
21057,1040,7,2,5,0,10,3,96,96,96
21062,1040,0,0,0,0,7,0,96,96,96
21063,1040,0,0,1,0,5,3,96,96,96
21064,1040,10,3,8,2,10,3,96,96,96
21071,1040,4,4,3,4,2,4,96,96,96
21072,1040,5,1,2,0,10,3,96,96,96
21074,1040,4,6,5,0,10,5,96,96,96
21079,1040,7,4,5,2,10,2,96,96,96
21080,1040,9,3,5,1,10,0,96,96,96
21082,1040,7,0,0,0,8,0,96,96,96
21085,1040,6,2,2,0,8,4,96,96,96
21087,1040,3,3,4,5,6,6,96,96,96
21089,1040,5,0,5,0,10,98,96,96,96
21090,1040,4,5,4,4,9,5,96,96,96
21092,1040,8,0,6,0,8,0,96,96,96
21100,1040,6,0,3,0,10,2,96,96,96
21101,1040,6,5,4,4,10,4,96,96,96
21104,1040,4,7,5,4,3,4,96,96,96
21107,1040,8,3,5,2,7,5,96,96,96
21108,1040,0,6,5,0,10,5,96,96,96
21112,1040,8,0,0,0,10,0,96,96,96
21113,1040,5,0,0,0,9,0,96,96,96
21115,1040,5,3,2,2,10,0,96,96,96
21117,1040,98,98,98,3,5,5,96,96,96
21118,1040,4,4,6,6,7,6,96,96,96
21120,1040,2,1,0,6,10,7,96,96,96
21121,1040,8,1,4,2,10,4,96,96,96
21122,1040,1,1,98,0,6,98,96,96,96
21123,1040,5,0,2,0,6,2,96,96,96
21125,1040,8,9,98,3,7,98,96,96,96
21129,1040,8,1,1,2,10,2,96,96,96
21130,1040,9,3,4,3,10,5,96,96,96
21138,1040,5,5,5,5,1,3,96,96,96
21140,1040,9,4,8,7,4,8,96,96,96
21143,1040,98,98,98,98,98,98,96,96,96
21149,1040,5,5,5,0,10,0,96,96,96
21154,1040,6,4,5,0,10,2,96,96,96
21162,1040,8,0,5,0,10,0,96,96,96
21170,1040,6,1,4,0,8,0,96,96,96
21171,1040,6,4,3,2,10,2,96,96,96
21172,1040,0,0,0,0,5,0,96,96,96
21175,1040,3,5,5,4,9,98,96,96,96
21188,1040,5,0,3,3,10,0,96,96,96
21189,1040,9,5,3,1,5,4,96,96,96
21191,1040,3,0,5,5,5,4,96,96,96
21197,1040,3,3,3,0,8,98,96,96,96
21198,1040,4,3,3,6,3,3,96,96,96
21205,1040,5,0,3,0,10,3,96,96,96
21214,1040,7,6,4,4,9,3,96,96,96
21216,1040,8,3,5,5,10,6,96,96,96
21218,1040,4,3,3,3,7,2,96,96,96
21220,1040,6,2,5,1,7,2,96,96,96
21221,1040,6,1,4,0,5,0,96,96,96
21230,1040,6,1,4,3,8,2,96,96,96
21233,1040,6,1,2,1,9,98,96,96,96
21237,1040,2,5,2,8,98,98,96,96,96
21240,1040,98,98,98,98,98,98,96,96,96
21242,1040,5,1,10,6,7,9,96,96,96
21244,1040,5,4,5,5,10,5,96,96,96
21245,1040,7,1,5,5,10,6,96,96,96
21246,1040,5,5,8,0,7,4,96,96,96
21248,1040,9,2,5,4,10,0,96,96,96
21256,1040,0,0,0,0,10,0,96,96,96
21260,1040,8,4,7,4,10,4,96,96,96
21261,1040,6,3,10,2,9,2,96,96,96
21263,1040,5,2,1,1,6,3,96,96,96
21265,1040,7,2,1,6,10,4,96,96,96
21268,1040,6,0,5,0,9,2,96,96,96
21269,1040,7,3,2,3,10,3,96,96,96
21273,1040,98,98,98,98,98,98,96,96,96
21278,1040,3,8,5,2,8,2,96,96,96
21281,1040,7,5,5,3,10,6,96,96,96
21284,1040,6,4,5,2,10,5,96,96,96
21288,1040,8,5,3,2,10,3,96,96,96
21293,1040,9,4,5,3,10,4,96,96,96
21296,1040,98,98,98,98,98,98,96,96,96
21297,1040,6,2,4,0,7,0,96,96,96
21300,1040,10,1,6,3,10,6,96,96,96
21301,1040,6,1,5,1,10,1,96,96,96
21302,1040,7,5,6,2,10,3,96,96,96
21310,1040,5,1,4,0,6,0,96,96,96
21312,1040,8,3,5,2,10,2,96,96,96
21316,1040,4,6,6,3,5,4,96,96,96
21318,1040,9,7,6,0,10,4,96,96,96
21323,1040,10,2,6,3,10,3,96,96,96
21330,1040,8,1,7,2,10,1,96,96,96
21332,1040,10,6,5,7,1,4,96,96,96
21337,1040,6,4,5,1,10,1,96,96,96
21338,1040,3,4,1,0,10,98,96,96,96
21344,1040,8,3,7,1,10,2,96,96,96
21346,1040,4,0,3,0,6,0,96,96,96
21349,1040,2,1,3,4,1,5,96,96,96
21351,1040,2,1,0,0,4,0,96,96,96
21355,1040,5,1,0,0,10,2,96,96,96
21356,1040,6,4,5,4,3,5,96,96,96
21360,1040,8,4,5,2,10,3,96,96,96
21364,1040,9,3,7,2,10,2,96,96,96
21365,1040,6,4,4,2,6,2,96,96,96
21366,1040,8,0,5,0,10,0,96,96,96
21367,1040,3,7,5,0,10,1,96,96,96
21375,1040,6,5,7,4,0,3,96,96,96
21385,1040,7,7,7,6,6,6,96,96,96
21386,1040,5,10,98,5,0,7,96,96,96
21387,1040,8,3,7,5,10,3,96,96,96
21392,1040,5,3,3,0,8,0,96,96,96
21418,1040,9,4,7,5,10,7,96,96,96
21419,1040,10,1,1,5,10,5,96,96,96
21421,1040,6,5,4,4,10,5,96,96,96
21426,1040,8,3,6,3,9,2,96,96,96
21455,1040,5,4,4,3,5,3,96,96,96
21457,1040,5,5,98,0,98,0,96,96,96
21461,1040,5,3,5,0,10,0,96,96,96
21467,1040,7,3,2,1,8,1,96,96,96
21506,1040,2,0,0,0,9,0,96,96,96
21515,1040,5,98,98,98,10,98,96,96,96
21517,1040,6,5,7,2,10,1,96,96,96
21519,1040,6,4,3,2,8,5,96,96,96
21532,1040,7,0,5,0,8,98,96,96,96
21542,1040,5,3,98,2,7,3,96,96,96
21543,1040,3,3,5,0,10,98,96,96,96
21544,1040,6,1,5,0,8,0,96,96,96
21545,1040,6,2,0,0,9,4,96,96,96
21554,1040,5,7,5,5,6,7,96,96,96
21561,1040,7,4,2,0,10,2,96,96,96
21564,1040,8,5,4,2,10,3,96,96,96
21582,1040,7,5,4,3,10,4,96,96,96
21584,1040,6,5,6,6,10,6,96,96,96
21594,1040,7,1,98,98,10,98,96,96,96
21600,1040,4,4,4,4,7,5,96,96,96
21608,1040,7,3,5,2,9,5,96,96,96
21613,1040,98,98,98,98,98,98,96,96,96
21620,1040,5,0,5,5,5,5,96,96,96
21629,1040,6,4,98,4,10,6,96,96,96
21645,1040,4,0,98,0,8,5,96,96,96
21660,1040,0,5,98,98,5,98,96,96,96
21681,1040,5,3,2,2,7,2,96,96,96
21690,1040,8,4,3,4,10,4,96,96,96
21716,1040,0,0,1,2,8,5,96,96,96
21720,1040,1,1,1,1,9,1,96,96,96
21721,1040,5,5,5,6,6,6,96,96,96
21723,1040,6,3,5,2,8,3,96,96,96
21729,1040,8,5,5,0,10,0,96,96,96
21757,1040,7,1,2,3,9,4,96,96,96
21758,1040,6,0,0,2,8,2,96,96,96
21760,1040,2,3,7,7,2,7,96,96,96
21770,1040,5,3,2,1,8,1,96,96,96
21810,1040,1,1,3,4,10,2,96,96,96
21815,1040,5,1,1,1,6,1,96,96,96
21819,1040,2,0,2,0,6,0,96,96,96
21840,1040,8,5,7,2,10,4,96,96,96
21846,1040,7,3,3,3,8,3,96,96,96
21858,1040,6,3,4,0,9,3,96,96,96
21865,1040,98,98,98,98,98,98,96,96,96
21872,1040,5,0,98,98,5,98,96,96,96
21878,1040,5,1,6,8,10,6,96,96,96
21880,1040,0,0,0,98,10,98,96,96,96
21882,1040,8,3,6,2,10,98,96,96,96
21914,1040,6,0,5,0,10,0,96,96,96
21923,1040,9,2,7,4,10,4,96,96,96
21924,1040,4,0,0,0,5,0,96,96,96
21945,1040,7,6,7,5,10,98,96,96,96
21961,1040,1,0,1,0,6,0,96,96,96
21984,1040,5,6,4,5,1,4,96,96,96
22017,1040,8,4,5,1,10,2,96,96,96
22025,1040,5,1,3,0,10,0,96,96,96
22045,1040,6,2,7,6,8,6,96,96,96
22048,1040,8,3,3,5,10,0,96,96,96
22068,1040,4,0,1,5,10,6,96,96,96
22069,1040,10,0,0,0,10,0,96,96,96
22113,1040,7,3,6,0,10,0,96,96,96
22127,1040,8,3,7,0,10,2,96,96,96
22131,1040,5,98,98,98,5,98,96,96,96
22146,1040,5,3,2,0,10,0,96,96,96
22151,1040,5,2,2,0,8,0,96,96,96
22152,1040,8,5,6,98,6,5,96,96,96
22163,1040,5,5,5,5,5,5,96,96,96
22229,1040,4,3,3,3,8,3,96,96,96
22236,1040,7,4,2,3,7,4,96,96,96
22249,1040,5,1,6,4,10,1,96,96,96
22259,1040,5,0,10,1,10,1,96,96,96
22365,1040,10,0,3,1,8,3,96,96,96
22370,1040,7,5,5,5,0,5,96,96,96
22401,1040,98,5,98,98,98,98,96,96,96
22421,1040,6,2,5,1,8,1,96,96,96
22446,1040,6,2,98,0,8,5,96,96,96
22450,1040,9,2,5,3,10,98,96,96,96
22454,1040,6,7,0,3,10,0,96,96,96
22465,1040,0,0,0,1,6,1,96,96,96
22510,1040,5,0,0,0,6,0,96,96,96
22520,1040,8,3,7,4,10,4,96,96,96
22578,1040,8,3,5,98,10,98,96,96,96
22589,1040,10,7,4,3,2,3,96,96,96
22598,1040,8,3,6,1,8,6,96,96,96
22603,1040,8,5,9,3,10,98,96,96,96
22739,1040,8,4,5,3,10,1,96,96,96
22772,1040,7,4,3,3,10,4,96,96,96
22778,1040,6,4,3,2,9,5,96,96,96
22779,1040,10,8,5,8,10,9,96,96,96
22786,1040,6,3,2,0,8,2,96,96,96
22905,1040,7,3,5,2,10,2,96,96,96
22910,1040,7,1,2,1,8,2,96,96,96
22971,1040,5,3,3,1,10,1,96,96,96
23004,1040,7,4,4,2,10,3,96,96,96
23021,1040,98,98,98,98,10,98,96,96,96
23046,1040,3,2,4,4,10,98,96,96,96
23081,1040,6,0,5,4,10,5,96,96,96
23148,1040,0,0,0,0,6,0,96,96,96
23149,1040,98,98,98,98,98,98,96,96,96
23154,1040,9,5,8,3,10,4,96,96,96
23162,1040,5,3,6,0,0,0,96,96,96
23171,1040,2,0,0,0,10,98,96,96,96
23172,1040,5,0,0,0,7,0,96,96,96
23176,1040,6,3,6,5,10,3,96,96,96
23191,1040,3,2,2,2,6,2,96,96,96
23238,1040,8,0,5,5,10,5,96,96,96
23293,1040,5,1,4,2,10,6,96,96,96
23344,1040,7,2,7,0,10,3,96,96,96
23429,1040,98,98,98,98,98,98,96,96,96
23437,1040,4,0,6,0,9,1,96,96,96
23439,1040,3,0,3,4,7,3,96,96,96
23457,1040,5,1,1,1,5,1,96,96,96
23464,1040,0,0,0,0,0,0,96,96,96
23507,1040,8,6,5,8,7,6,96,96,96
23521,1040,7,4,5,5,9,98,96,96,96
23531,1040,5,5,9,2,5,2,96,96,96
23533,1040,3,0,2,0,9,1,96,96,96
23557,1040,8,1,5,0,10,3,96,96,96
23591,1040,9,3,2,2,10,2,96,96,96
23650,1040,10,5,6,1,10,5,96,96,96
23665,1040,6,0,3,0,7,0,96,96,96
23709,1040,2,5,2,2,8,5,96,96,96
23723,1040,5,1,2,1,10,98,96,96,96
23736,1040,5,8,5,10,5,7,96,96,96
23757,1040,7,0,5,5,10,0,96,96,96
23791,1040,6,3,3,2,8,3,96,96,96
23795,1040,6,4,2,2,6,98,96,96,96
23813,1040,7,1,5,0,10,2,96,96,96
23822,1040,3,2,2,5,10,6,96,96,96
23857,1040,5,2,3,0,10,0,96,96,96
23862,1040,7,4,0,0,10,4,96,96,96
23870,1040,4,5,7,5,6,4,96,96,96
23880,1040,8,5,6,2,10,4,96,96,96
23884,1040,3,2,0,0,10,3,96,96,96
23886,1040,7,5,5,5,10,5,96,96,96
23940,1040,3,1,2,1,6,2,96,96,96
23948,1040,5,5,5,5,8,98,96,96,96
24123,1040,5,3,5,2,10,0,96,96,96
24125,1040,6,2,5,2,7,4,96,96,96
24132,1040,9,4,5,2,98,1,96,96,96
24188,1040,8,3,5,1,10,3,96,96,96
24192,1040,4,6,5,2,10,6,96,96,96
24202,1040,6,5,98,2,8,2,96,96,96
24230,1040,7,5,1,2,9,2,96,96,96
24281,1040,4,4,98,5,9,5,96,96,96
24303,1040,8,2,5,2,10,2,96,96,96
24338,1040,6,4,2,3,9,98,96,96,96
24389,1040,6,3,6,0,10,98,96,96,96
24411,1040,3,0,2,0,9,2,96,96,96
24452,1040,5,1,3,0,10,0,96,96,96
24455,1040,7,0,2,0,10,2,96,96,96
24473,1040,98,98,98,98,98,98,96,96,96
24505,1040,9,3,7,5,7,4,96,96,96
24511,1040,7,0,2,0,10,3,96,96,96
24527,1040,7,3,6,2,10,4,96,96,96
24551,1040,5,3,2,0,9,3,96,96,96
24586,1040,9,3,4,1,10,5,96,96,96
24594,1040,7,3,5,1,8,1,96,96,96
24618,1040,8,5,4,2,10,98,96,96,96
24638,1040,6,0,0,0,9,0,96,96,96
24663,1040,9,3,6,5,10,5,96,96,96
24665,1040,10,0,8,5,10,98,96,96,96
24683,1040,3,3,6,1,5,3,96,96,96
24701,1040,5,0,0,0,5,0,96,96,96
24733,1040,6,5,6,2,10,1,96,96,96
24748,1040,8,4,5,1,10,2,96,96,96
24780,1040,6,2,5,3,10,2,96,96,96
24804,1040,6,3,5,1,8,1,96,96,96
24819,1040,2,1,2,3,10,5,96,96,96
24821,1040,2,5,4,3,10,6,96,96,96
24822,1040,0,0,0,0,6,1,96,96,96
24835,1040,98,98,98,98,6,98,96,96,96
24897,1040,98,98,98,98,98,98,96,96,96
24918,1040,4,3,2,3,5,2,96,96,96
24948,1040,98,98,98,98,98,98,96,96,96
24958,1040,4,4,98,5,10,98,96,96,96
25013,1040,4,5,5,2,7,2,96,96,96
25036,1040,6,4,3,2,7,2,96,96,96
25078,1040,5,1,1,1,9,98,96,96,96
25108,1040,9,3,2,1,10,2,96,96,96
25154,1040,10,9,5,3,4,0,96,96,96
25202,1040,5,2,2,0,10,7,96,96,96
25208,1040,5,4,5,4,10,7,96,96,96
25217,1040,6,5,5,5,6,4,96,96,96
25345,1040,5,3,4,3,7,3,96,96,96
25360,1040,7,6,4,4,10,0,96,96,96
25382,1040,6,0,0,0,7,0,96,96,96
25446,1040,9,3,6,0,10,5,96,96,96
25650,1040,5,4,5,4,5,4,96,96,96
25731,1040,6,4,6,2,9,4,96,96,96
25744,1040,8,3,6,3,10,3,96,96,96
25787,1040,6,0,4,2,8,1,96,96,96
25813,1040,7,3,4,0,10,4,96,96,96
25816,1040,6,4,3,0,8,0,96,96,96
25838,1040,8,1,3,2,6,2,96,96,96
25853,1040,8,3,4,2,10,4,96,96,96
25854,1040,3,6,98,98,5,7,96,96,96
25874,1040,5,4,10,0,5,6,96,96,96
25875,1040,7,4,6,2,9,3,96,96,96
25987,1040,7,8,2,2,9,1,96,96,96
26065,1040,98,98,98,98,98,98,96,96,96
26107,1040,3,7,4,2,2,2,96,96,96
26113,1040,5,5,5,5,6,5,96,96,96
26160,1040,7,1,2,2,8,1,96,96,96
26199,1040,7,4,98,2,10,5,96,96,96
26264,1040,7,4,98,1,9,2,96,96,96
26309,1040,5,5,5,5,2,5,96,96,96
26326,1040,3,9,2,0,9,7,96,96,96
26482,1040,7,7,6,5,7,8,96,96,96
26502,1040,6,3,6,1,9,3,96,96,96
26517,1040,8,2,5,0,10,0,96,96,96
26532,1040,8,4,3,3,10,3,96,96,96
26537,1040,10,4,10,5,10,98,96,96,96
26641,1040,3,3,0,0,5,0,96,96,96
26703,1040,7,0,6,1,10,2,96,96,96
26756,1040,7,0,0,0,10,0,96,96,96
26813,1040,6,4,5,0,8,3,96,96,96
26855,1040,7,9,4,3,2,6,96,96,96
26869,1040,3,2,3,0,9,1,96,96,96
26952,1040,7,3,7,4,8,5,96,96,96
26985,1040,9,4,5,3,10,6,96,96,96
27027,1040,6,3,3,0,8,5,96,96,96
27083,1040,6,2,3,0,10,1,96,96,96
27178,1040,98,98,98,98,98,98,96,96,96
27711,1040,7,4,6,0,9,2,96,96,96
27762,1040,1,0,7,8,7,2,96,96,96
27812,1040,8,0,3,0,10,3,96,96,96
27916,1040,2,7,6,5,4,5,96,96,96
27973,1040,6,0,3,0,9,0,96,96,96
28065,1040,7,5,6,4,10,1,96,96,96
28068,1040,6,6,98,98,6,98,96,96,96
28075,1040,6,1,3,2,7,2,96,96,96
28196,1040,9,3,3,1,10,1,96,96,96
28297,1040,6,5,3,0,10,2,96,96,96
28470,1040,6,3,4,0,8,2,96,96,96
28534,1040,98,98,98,98,98,98,96,96,96
28899,1040,5,5,6,0,7,98,96,96,96
28912,1040,98,98,98,98,98,98,96,96,96
28922,1040,10,7,7,6,10,6,96,96,96
29058,1040,4,6,5,5,0,5,96,96,96
29120,1040,2,3,1,0,9,1,96,96,96
29252,1040,8,4,7,2,10,2,96,96,96
29270,1040,7,0,5,1,6,5,96,96,96
29398,1040,7,2,98,2,9,98,96,96,96
29519,1040,4,0,5,3,10,6,96,96,96
29528,1040,4,5,8,6,4,4,96,96,96
29562,1040,2,2,2,0,6,0,96,96,96
29577,1040,98,98,98,98,98,98,96,96,96
29581,1040,4,0,5,0,10,3,96,96,96
29622,1040,8,4,5,1,10,2,96,96,96
29643,1040,4,0,3,4,10,5,96,96,96
29672,1040,0,0,0,0,10,0,96,96,96
29724,1040,7,3,5,4,10,4,96,96,96
29783,1040,7,3,4,1,10,2,96,96,96
29804,1040,7,0,0,0,10,1,96,96,96
29809,1040,5,5,5,0,10,4,96,96,96
29813,1040,8,4,6,2,10,1,96,96,96
29815,1040,6,3,5,2,9,4,96,96,96
29887,1040,98,98,98,6,0,6,96,96,96
29933,1040,4,0,4,4,6,3,96,96,96
29988,1040,5,3,3,3,5,6,96,96,96
30005,1040,7,4,5,3,9,5,96,96,96
30022,1040,1,2,0,0,10,0,96,96,96
30090,1040,5,4,4,0,3,0,96,96,96
30222,1040,5,4,2,98,5,98,96,96,96
30232,1040,6,0,2,2,6,6,96,96,96
30332,1040,5,3,3,0,7,0,96,96,96
30382,1040,5,5,6,3,0,98,96,96,96
30395,1040,7,7,5,4,7,4,96,96,96
30442,1040,5,5,4,3,6,4,96,96,96
30458,1040,5,4,4,3,8,98,96,96,96
30473,1040,6,3,3,2,10,1,96,96,96
30497,1040,7,4,5,4,10,4,96,96,96
30514,1040,6,5,5,5,8,98,96,96,96
30538,1040,8,8,4,9,1,2,96,96,96
30558,1040,5,0,0,0,6,98,96,96,96
30574,1040,7,0,5,1,10,3,96,96,96
30675,1040,9,10,7,4,0,0,96,96,96
30819,1040,7,4,6,3,10,3,96,96,96
30872,1040,1,8,98,8,10,5,96,96,96
30907,1040,6,0,2,0,8,5,96,96,96
30927,1040,3,3,4,1,7,1,96,96,96
30939,1040,6,4,3,2,10,3,96,96,96
31044,1040,8,4,6,3,10,4,96,96,96
31055,1040,8,0,5,0,10,0,96,96,96
31070,1040,6,0,0,0,10,0,96,96,96
31131,1040,7,3,3,3,8,4,96,96,96
31223,1040,2,1,98,98,10,98,96,96,96
31267,1040,7,5,6,1,10,2,96,96,96
31308,1040,1,4,2,3,6,2,96,96,96
31374,1040,5,4,98,98,10,98,96,96,96
31382,1040,3,2,6,3,10,2,96,96,96
31396,1040,9,2,3,0,10,3,96,96,96
31413,1040,6,4,5,3,10,6,96,96,96
31417,1040,6,6,4,2,8,2,96,96,96
31421,1040,6,5,6,4,10,4,96,96,96
31443,1040,6,4,5,5,7,3,96,96,96
31446,1040,7,0,2,0,10,98,96,96,96
31480,1040,2,1,4,3,10,7,96,96,96
31501,1040,5,0,2,0,5,3,96,96,96
31515,1040,7,4,6,3,10,4,96,96,96
31517,1040,7,4,5,7,10,6,96,96,96
31527,1040,7,6,3,2,3,1,96,96,96
31535,1040,8,3,7,4,10,4,96,96,96
31548,1040,8,0,3,2,10,4,96,96,96
31567,1040,8,5,6,2,10,3,96,96,96
31571,1040,9,2,7,1,10,0,96,96,96
31594,1040,9,4,7,6,10,5,96,96,96
31598,1040,7,4,7,2,10,0,96,96,96
31603,1040,10,5,98,6,0,5,96,96,96
31605,1040,2,6,3,4,10,0,96,96,96
31608,1040,7,5,5,2,10,2,96,96,96
31615,1040,8,4,5,1,10,0,96,96,96
31630,1040,7,4,4,3,9,4,96,96,96
31642,1040,5,1,4,0,6,1,96,96,96
31649,1040,7,4,3,0,10,3,96,96,96
31668,1040,8,2,5,0,9,98,96,96,96
31684,1040,8,1,7,1,9,1,96,96,96
31716,1040,98,98,98,98,98,98,96,96,96
31720,1040,8,2,6,0,10,2,96,96,96
31728,1040,9,1,7,3,10,4,96,96,96
31735,1040,7,4,5,1,9,1,96,96,96
31756,1040,5,8,5,5,4,3,96,96,96
31778,1040,6,3,7,0,10,98,96,96,96
31804,1040,7,0,4,0,9,3,96,96,96
31807,1040,7,4,7,2,10,2,96,96,96
31836,1040,98,5,5,5,1,98,96,96,96
31843,1040,5,5,5,5,5,5,96,96,96
31845,1040,8,3,7,4,10,5,96,96,96
31848,1040,9,3,1,3,10,4,96,96,96
31875,1040,7,4,6,2,10,3,96,96,96
31913,1040,8,1,4,4,10,4,96,96,96
31941,1040,7,4,5,3,10,5,96,96,96
31955,1040,7,4,2,0,4,98,96,96,96
31962,1040,8,4,6,4,10,98,96,96,96
31976,1040,7,3,5,5,10,98,96,96,96
32017,1040,4,5,4,4,10,5,96,96,96
32060,1040,6,0,3,1,8,0,96,96,96
32061,1040,7,2,5,2,10,2,96,96,96
32066,1040,98,98,98,98,98,98,96,96,96
32093,1040,5,2,7,4,10,98,96,96,96
32100,1040,4,6,5,6,8,4,96,96,96
32115,1040,5,2,3,1,9,2,96,96,96
32116,1040,7,3,4,2,10,4,96,96,96
32143,1040,7,4,4,3,9,2,96,96,96
32158,1040,6,4,5,1,10,3,96,96,96
32181,1040,5,0,5,5,10,5,96,96,96
32185,1040,10,3,5,3,10,3,96,96,96
32282,1040,6,4,5,0,10,3,96,96,96
32298,1040,5,0,4,0,9,0,96,96,96
32301,1040,5,3,0,0,10,0,96,96,96
32327,1040,8,1,6,3,10,3,96,96,96
32358,1040,5,2,1,0,7,1,96,96,96
32363,1040,8,4,5,3,10,2,96,96,96
32368,1040,6,0,7,0,10,3,96,96,96
32369,1040,1,6,1,4,1,4,96,96,96
32390,1040,5,3,3,0,8,4,96,96,96
32393,1040,6,0,2,0,7,3,96,96,96
32395,1040,10,3,98,3,10,3,96,96,96
32396,1040,3,3,4,2,9,98,96,96,96
32428,1040,2,4,4,7,8,5,96,96,96
32467,1040,5,6,2,2,10,98,96,96,96
32550,1040,10,3,8,3,10,4,96,96,96
32648,1040,8,3,5,0,10,1,96,96,96
32651,1040,9,5,6,4,10,3,96,96,96
32712,1040,5,5,5,5,6,6,96,96,96
32718,1040,6,4,5,5,7,2,96,96,96
32738,1040,7,5,1,1,10,3,96,96,96
32840,1040,5,6,10,3,8,98,96,96,96
32876,1040,5,98,98,98,98,98,96,96,96
32894,1040,4,5,4,7,4,4,96,96,96
32982,1040,5,4,4,3,10,7,96,96,96
